Codice;Priorità;Titolo_ES;Titolo_EN;Num_Domande;Domande_ES;Domande_EN;Categoria
Op.exp.6;MEDIUM;¿Se dispone de una solución de protección contra código dañino (antivirus, EDR o solución similar) desplegada en todos los puestos de trabajo, servidores y elementos perimetrales del sistema?;Is there a protection solution against harmful code (antivirus, EDR or similar solution) deployed on all workstations, servers and perimeter elements of the system?;10;¿Se ha configurado la solución antimalware instalada en los puestos de usuario de forma adecuada, implementando protección en tiempo real de acuerdo a las recomendaciones del fabricante y las características del entorno operativo? | ¿Se ha instalado dicho software de protección frente a código dañino en todos los equipos, incluyendo puestos de usuario, servidores y elementos perimetrales? | ¿Se trata de una solución corporativa con consola centralizada de administración? | ¿Se requiere una contraseña de administración o se dispone de cualquier otro mecanismo que impida que el usuario final detenga o altere el funcionamiento de la solución? | La licencia de uso de la solución ¿cubre la totalidad de equipos operativos presentes en la organización? | ¿Se dispone de garantías de que todo fichero procedente de fuentes externas será analizado antes de trabajar con él? | ¿Está amparada la solución antimalware por un acuerdo de soporte y actualización, tanto del software cómo de la base de datos de detección? | ¿Los elementos de seguridad, como los cortafuegos (FW), disponen de solución antimalware especializada que, por ejemplo, verifique navegación web y correos recibidos? | ¿Se verifica regularmente la configuración de la(s) solución(es) antimalware para garantizar que se adecuan a las operaciones de los sistemas protegidos? | ¿Se comprueba regularmente que las bases de datos de detección de código dañino se estén actualizando con la frecuencia prevista?;Has the anti-malware solution installed in the user stations been configured appropriately, implementing real-time protection according to the manufacturer's recommendations and the characteristics of the operating environment? | Has malware protection software been installed on all computers, including user stations, servers, and perimeter elements? | Is it a corporate solution with a centralized management console? | Is an administration password required or is there any other mechanism in place that prevents the end user from stopping or altering the operation of the solution? | Does the license to use the solution cover all operational equipment present in the organization? | Are there guarantees that all files from external sources will be analyzed before working with them? | Is the anti-malware solution covered by a support and update agreement, both for the software and the detection database? | Do security elements, such as firewalls (FW), have a specialized anti-malware solution that, for example, verifies web browsing and received emails? | Are the configuration of the anti-malware solution(s) regularly verified to ensure they are appropriate for the operations of the protected systems? | Are malware detection databases regularly checked to ensure that they are being updated as frequently as expected?;ANEXO II -MARCO OPERACIONAL
Op.exp.6.r1;MEDIUM;¿Se ejecutan análisis y escaneos, de forma regular en los sistemas, en búsqueda de código dañino?;Are scans and scans run regularly on systems for harmful code?;2;¿Existe algún mecanismo o procedimiento que escanee regularmente los sistemas para detectar código dañino? | ¿Se revisan regularmente los informes de resultados generados como consecuencia de los escaneos de los sistemas, así como otra información generada de forma consolidada desde la consola de administración?;Is there a mechanism or procedure that regularly scans systems for harmful code? | Are results reports generated as a result of system scans, as well as other information generated in a consolidated manner from the administration console, regularly reviewed?;ANEXO II -MARCO OPERACIONAL
Op.exp.6.r2;MEDIUM;Al arrancar los sistemas, ¿se analizan las funciones críticas en prevención de modificaciones no autorizadas?;When starting systems, are critical functions analyzed to prevent unauthorized modifications?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.6.r3;MEDIUM;¿Se ha implementado una lista blanca que impida la ejecución de aplicaciones no autorizadas previamente y, en consecuencia, que no estén en dicha lista?;Has a whitelist been implemented to prevent previously unauthorized applications from running and, consequently, not being on the whitelist?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.6.r4;MEDIUM;¿Se han implementado soluciones de seguridad orientadas a detectar, investigar y resolver actividades sospechosas en los equipos (EDR - Endpoint Defense and Response)?;Have security solutions been implemented aimed at detecting, investigating and resolving suspicious activities on computers (EDR - Endpoint Defense and Response)?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.6.r5;MEDIUM;¿La solución antimalware, además de implementar protección en tiempo real, permite realizar configuraciones avanzadas y revisar el sistema al arrancar, así como cada vez que se conecte algún dispositivo extraíble?;Does the anti-malware solution, in addition to implementing real-time protection, allow you to perform advanced configurations and check the system at startup, as well as every time a removable device is connected?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.7;MEDIUM;Gestión de incidentes;Incident management;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.7;MEDIUM;¿Se dispone de un proceso integral para tratar los incidentes que puedan tener un impacto en la seguridad del sistema?;Is there a comprehensive process in place to deal with incidents that may impact system security?;2;¿Se dispone de un proceso integral para hacer frente a los incidentes que puedan tener un impacto en la seguridad del sistema, que incluya el informe de eventos de seguridad y debilidades, detallando los criterios de clasificación y el escalado de la notificación? | La gestión de incidentes que afecten a datos personales, ¿tiene en cuenta lo dispuesto en el RGPD y en la LO 3/2018 (LOPDGDD), en especial su disposición adicional primera, así como el resto de normativa de aplicación, sin perjuicio de los requisitos establecidos en el RD 311/2022, de 3 de mayo?;Is there a comprehensive process in place to address incidents that may impact system security, including reporting of security events and weaknesses, detailing classification criteria and notification escalation? | Does the management of incidents that affect personal data take into account the provisions of the RGPD and LO 3/2018 (LOPDGDD), especially its first additional provision, as well as the rest of the applicable regulations, without prejudice to the requirements established in RD 311/2022, of May 3?;ANEXO II -MARCO OPERACIONAL
Op.exp.7.r1;MEDIUM;¿Se dispone de soluciones de ventanilla única para la notificación de incidentes al CCN-CERT? ¿permite la distribución de notificaciones a las diferentes entidades de manera federada, si es el caso, utilizando para ello dependencias administrativas jerárquicas?;Are single window solutions available for incident reporting to CCN-CERT? Does it allow the distribution of notifications to different entities in a federated manner, if applicable, using hierarchical administrative dependencies?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.7.r2;MEDIUM;El proceso integral para hacer frente a los incidentes que puedan tener un impacto en la seguridad del sistema, ¿consiste en una completa gestión de los mismos?;Does the comprehensive process to deal with incidents that may have an impact on the security of the system consist of complete incident management?;4;El proceso integral para hacer frente a los incidentes que puedan tener un impacto en la seguridad del sistema, ¿incluye la implementación de medidas urgentes según convenga al caso? | El proceso integral para hacer frente a los incidentes que puedan tener un impacto en la seguridad del sistema, ¿incluye la asignación de recursos para investigar las causas, analizar las consecuencias y resolver el incidente? | El proceso integral para hacer frente a los incidentes que puedan tener un impacto en la seguridad del sistema, ¿incluye instrumentos o directrices para informar a los responsables de la información y servicios afectados, respecto al incidente acaecido y las actuaciones llevadas a cabo para su resolución? | El proceso integral para hacer frente a los incidentes que puedan tener un impacto en la seguridad del sistema, ¿incluye medidas para prevenir que se repita el incidente, incluir en los procedimientos de usuario la identificación y forma de tratar el incidente y actualizar, extender, mejorar u optimizar los procedimientos de resolución de incidentes?;Does the comprehensive process to address incidents that may have an impact on system security include the implementation of urgent measures as appropriate? | Does the comprehensive process for addressing incidents that may impact system security include the allocation of resources to investigate the causes, analyze the consequences, and resolve the incident? | Does the comprehensive process to deal with incidents that may have an impact on the security of the system include instruments or guidelines to inform those responsible for the information and services affected, regarding the incident that occurred and the actions carried out for its resolution? | Does the comprehensive process for dealing with incidents that may have an impact on system security include measures to prevent the incident from recurring, include in user procedures the identification and way of dealing with the incident, and update, extend, improve or optimize incident resolution procedures?;ANEXO II -MARCO OPERACIONAL
Op.exp.7.r3;MEDIUM;¿Dispone la organización de recursos para la configuración dinámica del sistema, reaccionando a anuncios de ciberamenazas y/o a la detección de las mismas?;Does the organization have resources for the dynamic configuration of the system, reacting to cyber threat announcements and/or their detection?;2;¿Dispone la organización de procedimientos y casos de uso que permitan, de forma manual o semiautomática, apoyándose en determinados casos en scripts, la configuración dinámica del sistema de modo que se detenga, desvíe, o limite el ataque lo antes posible? | ¿La organización adapta los procedimientos de reconfiguración dinámica reaccionando a los anuncios recibidos del CCN-CERT relativos a ciberamenazas sofisticadas y campañas de ataques?;Does the organization have procedures and use cases that allow, manually or semi-automatically, relying in certain cases on scripts, the dynamic configuration of the system so that the attack is stopped, diverted, or limited as soon as possible? | Does the organization adapt dynamic reconfiguration procedures by reacting to announcements received from CCN-CERT regarding sophisticated cyber threats and attack campaigns?;ANEXO II -MARCO OPERACIONAL
Op.exp.7.r4;MEDIUM;¿Se dispone de herramientas que automaticen el proceso de prevención y respuesta, mediante la detección e identificación de anomalías, segmentación dinámica de la red para reducir la superficie de ataque, el aislamiento de dispositivos críticos, etc.?;Are tools available that automate the prevention and response process, through the detection and identification of anomalies, dynamic network segmentation to reduce the attack surface, isolation of critical devices, etc.?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.8;MEDIUM;Registro de la actividad;Activity log;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.8;MEDIUM;¿Se registran los eventos y actividades de usuarios y entidades que acceden a los sistemas?;Are the events and activities of users and entities that access the systems recorded?;2;¿Se registran las actividades del sistema generando un registro de auditoría que incluye, al menos, el identificador del usuario o entidad asociado al evento, fecha y hora, sobre qué información se realiza el evento, tipo de evento y el resultado del evento (fallo o éxito), según la política de seguridad y los procedimientos asociados a la misma? | ¿Se han activado los registros de actividad en los servidores?;Are system activities recorded, generating an audit record that includes, at least, the identifier of the user or entity associated with the event, date and time, on what information the event is carried out, type of event and the result of the event (failure or success), according to the security policy and the procedures associated with it? | Have activity logs been enabled on the servers?;ANEXO II -MARCO OPERACIONAL
Op.exp.8.r1;MEDIUM;¿Se gestionan los registros de actividad?;Are activity logs managed?;1;¿Se dispone de un almacenamiento centralizado de registros de actividad que facilite su análisis y revisión? ¿se realiza una revisión, aunque sea informal, de dichos registros?;Is there a centralized storage of activity records that facilitates their analysis and review? Is a review, even informal, of these records carried out?;ANEXO II -MARCO OPERACIONAL
Op.exp.8.r2;MEDIUM;¿Se sincronizan los relojes del sistema?;Are system clocks synchronized?;1;¿Dispone el sistema de elementos de referencia de tiempo (servidores NTP, sellado de tiempo…) para facilitar las funciones de registro de eventos y auditoría?;Does the system have time reference elements (NTP servers, time stamping, etc.) to facilitate event logging and auditing functions?;ANEXO II -MARCO OPERACIONAL
Op.exp.8.r3;MEDIUM;En la documentación de seguridad del sistema, ¿se indican los eventos de seguridad que serán auditados y el tiempo de retención de los registros antes de ser eliminados?;Are the security events that will be audited and the retention time for logs before they are deleted indicated in the system security documentation?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.8.r4;MEDIUM;Los registros de actividad y, en su caso, las copias de seguridad ¿únicamente pueden ser accedidos, alterarse o eliminarse por personal debidamente autorizado?;Can activity logs and, where applicable, backup copies only be accessed, altered or deleted by duly authorized personnel?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.8.r5;MEDIUM;¿Se dispone de herramientas para apoyar la gestión de los registros de actividad?;Are tools available to support the management of activity records?;2;¿El sistema implementa herramientas para analizar y revisar de forma centralizada la actividad del sistema y la información de auditoría en búsqueda de comprometimientos de la seguridad posibles o reales? | ¿Se dispone de un sistema automático de recolección de registros, correlación de eventos y respuesta automática ante los mismos, como puede ser un SIEM?;Does the system implement tools to centrally analyze and review system activity and audit information for potential or actual security compromises? | Is there an automatic system for collecting records, correlating events and automatically responding to them, such as a SIEM?;ANEXO II -MARCO OPERACIONAL
Op.exp.9;MEDIUM;Registro de la gestión de incidentes;Incident management log;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.9;MEDIUM;¿Se realiza un proceso de extracción de conclusiones y aprendizaje, a partir de los incidentes de seguridad registrados?;Is there a process of drawing conclusions and learning from the recorded security incidents?;5;¿Se registran los reportes iniciales, intermedios y finales, las actuaciones de emergencia y las modificaciones del sistema derivadas de un incidente? | ¿Se registran aquellas evidencias que pueda dirimirse en un ámbito jurisdiccional, especialmente cuando el incidente pueda comportar acciones disciplinarias sobre el personal interno, sobre proveedores externos o en la persecución de delitos? | Como consecuencia del análisis de los incidentes, ¿se revisan aquellos eventos que deben seguir auditándose y la necesidad de reducirlos o incrementarlos? | ¿Se realiza un aprendizaje, a partir del análisis de los incidentes registrados, que permita poner de manifiesto aspectos a mejorar en la seguridad del sistema? | Para aprender de los incidentes, ¿se registran éstos indicando su tipología concreta y no solo diferenciando los de seguridad de los que no lo son?;Are initial, intermediate and final reports, emergency actions and system modifications derived from an incident recorded? | Is evidence recorded that can be resolved in a jurisdictional setting, especially when the incident may lead to disciplinary actions on internal staff, on external suppliers or in the prosecution of crimes? | As a result of the analysis of the incidents, are those events that should continue to be audited and the need to reduce or increase them reviewed? | Is learning carried out, based on the analysis of the recorded incidents, that allows aspects to be improved in the security of the system to be revealed? | To learn from incidents, are they recorded, indicating their specific typology and not just differentiating security incidents from non-security incidents?;ANEXO II -MARCO OPERACIONAL
Op.ext.1;MEDIUM;Contratación y acuerdos de nivel de servicio;Contracting and service level agreements;0;;;ANEXO II -MARCO OPERACIONAL
Op.ext.1;MEDIUM;¿Se suscriben acuerdos de nivel de servicio con los proveedores, a la vez que se les requiere estar en posesión del correspondiente certificado de conformidad respecto al ENS?;Are service level agreements signed with suppliers, while they are required to be in possession of the corresponding certificate of conformity with respect to the ENS?;2;Con anterioridad a la efectiva utilización de los recursos externos, ¿se establece contractualmente un Acuerdo de Nivel de Servicio (ANS/SLA) que incluya las características del servicio prestado, lo que debe entenderse como ‘servicio mínimo admisible’, así como, la responsabilidad del proveedor y las consecuencias de eventuales incumplimientos? | ¿Se exige a los proveedores, relevantes para el ENS, que estén en posesión de la correspondiente certificación de conformidad para el sistema de información que soporta los servicios prestados a la organización, con igual o superior categoría y alcance suficiente?;Prior to the effective use of external resources, is a Service Level Agreement (ANS/SLA) contractually established that includes the characteristics of the service provided, what should be understood as 'minimum admissible service', as well as the responsibility of the provider and the consequences of possible non-compliance? | Are suppliers, relevant to the ENS, required to be in possession of the corresponding certification of conformity for the information system that supports the services provided to the organization, with equal or higher category and sufficient scope?;ANEXO II -MARCO OPERACIONAL
Op.ext.2;MEDIUM;Gestión diaria;Daily management;0;;;ANEXO II -MARCO OPERACIONAL
Op.ext.2;MEDIUM;¿Se dispone de mecanismos de seguimiento y supervisión del desarrollo del servicio, así como de reporte y coordinación ante posibles incidencias?;Are there mechanisms for monitoring and supervising the development of the service, as well as reporting and coordination in the event of possible incidents?;5;¿Se dispone de un sistema rutinario para medir el cumplimiento de las obligaciones de servicio, incluyendo el procedimiento para neutralizar cualquier desviación fuera del margen de tolerancia acordado? | ¿Se ha establecido un mecanismo y los procedimientos de coordinación necesarios para llevar a cabo las tareas de mantenimiento de los sistemas comprendidos en el acuerdo, que contemplarán los supuestos de ocurrencia de posibles incidentes y desastres? | ¿Se ha designado por parte del proveedor un punto de contacto (POC) para cualquier cuestión relacionada con el servicio? ¿Se ha establecido el mecanismo establecido de contacto, especialmente para notificar incidentes del servicio? | ¿Se ha pactado con proveedores la entrega periódica de informes de servicio? | ¿Se realizan reuniones de seguimiento con determinados proveedores relevantes?;Is there a routine system in place to measure compliance with service obligations, including the procedure to neutralize any deviation outside the agreed tolerance range? | Have a mechanism and the necessary coordination procedures been established to carry out the maintenance tasks of the systems included in the agreement, which will contemplate the occurrence of possible incidents and disasters? | Has the supplier designated a point of contact (POC) for any service-related issues? Has the established contact mechanism been established, especially for reporting service incidents? | Has the periodic delivery of service reports been agreed with suppliers? | Are follow-up meetings held with certain relevant suppliers?;ANEXO II -MARCO OPERACIONAL
Op.ext.3;MEDIUM;Protección de la cadena de suministro;Supply chain protection;3;¿Se puede evidenciar que se analiza el impacto que puede tener sobre el sistema un incidente accidental o deliberado que tenga su origen en la cadena de suministro? | ¿Se puede evidenciar que se estiman los riesgos sobre el sistema por causa de un incidente accidental o deliberado que tenga su origen en la cadena de suministro? | ¿Se puede evidenciar que se adoptan medidas de contención de los impactos estimados sobre el sistema debido a un incidente accidental o deliberado que tenga su origen en la cadena de suministro?;Can it be shown that the impact that an accidental or deliberate incident that originates in the supply chain may have on the system is analyzed? | Can it be shown that the risks to the system due to an accidental or deliberate incident that has its origin in the supply chain are estimated? | Can it be shown that measures are adopted to contain the estimated impacts on the system due to an accidental or deliberate incident that has its origin in the supply chain?;ANEXO II -MARCO OPERACIONAL
Op.ext.3.r1;MEDIUM;¿Se considera la cadena de suministro en el Plan de Continuidad de la organización y en sus pruebas?;Is the supply chain considered in the organization's Continuity Plan and its tests?;2;¿El Plan de Continuidad de la organización tiene en cuenta la dependencia de proveedores externos críticos? | ¿Se realizan pruebas o ejercicios de continuidad, incluyendo escenarios en los que falla un proveedor?;Does the organization's Continuity Plan take into account dependence on critical external suppliers? | Are continuity tests or exercises carried out, including scenarios in which a supplier fails?;ANEXO II -MARCO OPERACIONAL
Op.ext.3.r2;MEDIUM;¿Se ha implementado un sistema de protección de los procesos y flujos de información en las relaciones en línea (online) entre los distintos integrantes de la cadena de suministro?;Has a system been implemented to protect processes and information flows in online relationships between the different members of the supply chain?;0;;;ANEXO II -MARCO OPERACIONAL
Op.ext.3.r3;MEDIUM;¿Se mantiene actualizado un registro formal que contiene los detalles y las relaciones de la cadena de suministro de los diversos componentes utilizados en la construcción de programas informáticos, acorde a lo especificado en [mp.sw.1.r5]?;Is a formal record containing the details and relationships of the supply chain of the various components used in the construction of computer programs kept up to date, as specified in [mp.sw.1.r5]?;0;;;ANEXO II -MARCO OPERACIONAL
Op.ext.4;MEDIUM;Interconexión de sistemas;Systems Interconnection;0;;;ANEXO II -MARCO OPERACIONAL
Op.ext.4;MEDIUM;¿Requieren autorización y se documentan todas las interconexiones de sistemas?;Do they require authorization and are all system interconnections documented?;2;¿Son objeto de una autorización previa todos los intercambios de información y prestación de servicios con otros sistemas? | ¿Se documenta explícitamente para cada interconexión las características de la interfaz, los requisitos de seguridad y protección de datos y la naturaleza de la información intercambiada?;Are all exchanges of information and provision of services with other systems subject to prior authorization? | Are the interface characteristics, security and data protection requirements, and the nature of the information exchanged explicitly documented for each interconnection?;ANEXO II -MARCO OPERACIONAL
Op.ext.4.r1;MEDIUM;Cuando se interconecten sistemas en los que la identificación, autenticación y autorización tengan lugar en diferentes dominios de seguridad, bajo distintas responsabilidades, ¿se acompañan las medidas de seguridad locales de los correspondientes mecanismos y procedimientos de coordinación para la atribución y ejercicio efectivos de las responsabilidades de cada sistema?;When systems are interconnected in which identification, authentication and authorization take place in different security domains, under different responsibilities, are local security measures accompanied by corresponding coordination mechanisms and procedures for the effective attribution and exercise of the responsibilities of each system?;0;;;ANEXO II -MARCO OPERACIONAL
Op.mon.1;MEDIUM;Detección de intrusión;Intrusion detection;0;;;ANEXO II -MARCO OPERACIONAL
Op.mon.1.1;MEDIUM;¿Se dispone de herramientas de detección y/o prevención de intrusiones (IDS/IPS)?;Are intrusion detection and/or prevention tools (IDS/IPS) available?;1;¿Se dispone de elementos que analicen el tráfico de red y muestren eventos de seguridad en caso de detectar posibles intrusiones en la misma?;Are there elements available that analyze network traffic and display security events in case possible intrusions are detected?;ANEXO II -MARCO OPERACIONAL
Op.mon.1.r1;MEDIUM;¿Dispone el sistema de herramientas de detección y/o prevención de intrusiones basadas en reglas?;Does the system have rules-based intrusion detection and/or prevention tools?;1;¿Se han configurado reglas específicas para la generación de eventos de seguridad y la detección de intrusiones?;Have specific rules been configured for security event generation and intrusion detection?;ANEXO II -MARCO OPERACIONAL
Op.mon.1.r2;MEDIUM;¿Se dispone de procedimientos de respuesta a las alertas generadas por el sistema de detección y/o prevención de intrusiones?;Are there response procedures for alerts generated by the intrusion detection and/or prevention system?;0;;;ANEXO II -MARCO OPERACIONAL
Op.mon.1.r3;MEDIUM;¿El sistema ejecuta automáticamente acciones predeterminadas de respuesta a las alertas generadas por las herramientas de detección y/o prevención de intrusiones?;Does the system automatically execute predetermined actions in response to alerts generated by intrusion detection and/or prevention tools?;0;;;ANEXO II -MARCO OPERACIONAL
Op.mon.2;MEDIUM;Sistema de métricas;Metrics system;0;;;ANEXO II -MARCO OPERACIONAL
Op.mon.2;MEDIUM;Atendiendo a la categoría de seguridad del sistema, ¿se recopilan los datos necesarios para conocer el grado de implementación de las medidas de seguridad que resulten aplicables y, en su caso, tratándose de organizaciones en el ámbito del ENS para proveer el informe anual requerido por el artículo 32 (Informe INES)?;Taking into account the security category of the system, are the necessary data collected to know the degree of implementation of the security measures that are applicable and, where appropriate, in the case of organizations within the scope of the ENS to provide the annual report required by article 32 (INES Report)?;0;;;ANEXO II -MARCO OPERACIONAL
Op.mon.2.r1;MEDIUM;¿Se evalúa el comportamiento del sistema de gestión de incidentes implementado en la organización?;Is the behavior of the incident management system implemented in the organization evaluated?;1;¿Se recopilan los datos precisos que posibiliten evaluar el comportamiento del sistema de gestión de incidentes, de acuerdo con la Instrucción Técnica de Seguridad de Notificación de Incidentes de Seguridad y con la correspondiente guía CCN-STIC?;Are the precise data collected that make it possible to evaluate the behavior of the incident management system, in accordance with the Security Technical Instruction for Security Incident Notification and the corresponding CCN-STIC guide?;ANEXO II -MARCO OPERACIONAL
Op.mon.2.r2;MEDIUM;¿Se evalúa la eficiencia del sistema de gestión de la seguridad?;Is the efficiency of the security management system evaluated?;1;¿Se recopilan los datos precisos para conocer la eficiencia del sistema de seguridad, en relación con los recursos consumidos, en términos de horas y presupuesto?;Is the necessary data collected to know the efficiency of the security system, in relation to the resources consumed, in terms of hours and budget?;ANEXO II -MARCO OPERACIONAL
Op.mon.3;MEDIUM;Vigilancia;Surveillance;0;;;ANEXO II -MARCO OPERACIONAL
Op.mon.3;MEDIUM;¿Se dispone de un sistema automático de recolección de eventos de seguridad?;Is there an automatic security event collection system?;1;¿Se dispone de un sistema automático de recolección y consolidación de eventos de seguridad, como puede ser un servidor syslog en base, por ejemplo, al protocolo del mismo nombre?;Is there an automatic system for collecting and consolidating security events, such as a syslog server based, for example, on the protocol of the same name?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r1;MEDIUM;¿Se dispone de un sistema que permita la correlación de eventos?;Is there a system that allows correlation of events?;1;¿Se dispone de un sistema automático de recolección y consolidación de eventos de seguridad que permita la correlación de los mismos?;Is there an automatic system for collecting and consolidating security events that allows their correlation?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r2;MEDIUM;¿Se dispone de análisis dinámico de vulnerabilidades?;Is dynamic vulnerability analysis available?;1;¿Se dispone de soluciones de vigilancia que permitan determinar la superficie de exposición con relación a vulnerabilidades y deficiencias de configuración?;Are surveillance solutions available to determine the exposure surface in relation to vulnerabilities and configuration deficiencies?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r3;MEDIUM;¿Se dispone de sistemas para detección de amenazas avanzadas?;Are advanced threat detection systems available?;2;¿Se dispone de sistemas para la detección de amenazas avanzadas y comportamientos anómalos? | ¿Se dispone de sistemas para la detección de amenazas persistentes avanzadas (Advanced Persistent Threat - APT) mediante la detección de anomalías significativas en el tráfico de la red?;Are systems available to detect advanced threats and anomalous behavior? | Are systems available to detect advanced persistent threats (APT) by detecting significant anomalies in network traffic?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r4;MEDIUM;¿Se dispone de observatorios de cibervigilancia, propios o contratados como prestación de servicios?;Are there cyber surveillance observatories, owned or contracted as services?;1;¿Se dispone de observatorios digitales con fines de cibervigilancia dedicados a la detección y seguimiento de anomalías, que pudieran representar indicadores de amenaza, en contenidos digitales?;Are there digital observatories for cyber surveillance purposes dedicated to the detection and monitoring of anomalies, which could represent threat indicators, in digital content?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r5;MEDIUM;¿Se dispone de medidas frente a la minería de datos?;Are measures available against data mining?;2;¿Se aplican medidas para prevenir, detectar y reaccionar frente a intentos de minería de datos, limitando las consultas y monitorizando su volumen y frecuencia? | ¿Se dispone de medidas que alerten a los administradores de seguridad de comportamientos sospechosos en tiempo real que puedan representar intentos de minería de datos?;Are measures applied to prevent, detect and react to data mining attempts, limiting queries and monitoring their volume and frequency? | Are measures in place to alert security administrators of suspicious behavior in real time that may represent data mining attempts?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r6;MEDIUM;¿Se realizan inspecciones y auditorías técnicas periódicamente o tras un incidente?;Are inspections and technical audits carried out periodically or after an incident?;3;¿Se verifica la configuración periódicamente y tras incidentes que hayan desvelado vulnerabilidades del sistema, ya sean estas nuevas, o que hubieran sido subestimadas en su momento? | ¿Se realiza un análisis de vulnerabilidades periódicamente y tras incidentes que hayan desvelado vulnerabilidades del sistema, ya sean estas nuevas, o que hubieran sido subestimadas en su momento? | ¿Se realizan pruebas de penetración periódicamente y tras incidentes que hayan desvelado vulnerabilidades del sistema, ya sean estas nuevas, o que hubieran sido subestimadas en su momento?;Is the configuration verified periodically and after incidents that have revealed system vulnerabilities, whether they are new or have been underestimated at the time? | Is a vulnerability analysis carried out periodically and after incidents that have revealed system vulnerabilities, whether they are new or that had been underestimated at the time? | Are penetration tests carried out periodically and after incidents that have revealed system vulnerabilities, whether they are new or that had been underestimated at the time?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r7.1;MEDIUM;En las interconexiones que lo requieran, se aplican controles en los flujos de intercambio de información a través del uso de metadatos?;In the interconnections that require it, are controls applied to information exchange flows through the use of metadata?;0;;;ANEXO II -MARCO OPERACIONAL
Op.nub.1;MEDIUM;Protección de servicios en la nube;Cloud service protection;0;;;ANEXO II -MARCO OPERACIONAL
