Domain Title,Control Title,Control Reference,Control Wording,Control Type,SOC  TSC Common Criteria,SOC  TSC Availability,SOC  TSC  Confidentiality,SOC TSC Privacy,ISO 27001 ISMS ,ISO 27002: 2013 Annex A,Cloud Service Customers ISO 27017,Cloud Service Providers ISO 27017,ISO 27018,PII Controller ISO 27701,PII Processor ISO 27701,ISO 22301,BSI C5,FedRAMP Tailored Control,Spanish ENS BASIC Control,Spanish ENS Medium Control,Spanish ENS High Control,ISMAP Control,PCI Control,Saudi CCC Control,EU Code of Conduct Control,NIST SP 800-171 Control,EUCS Basic Control,EUCS Substantial Control,EUCS High Control,SecNumCloud Control,IRAP Control
Change & Configuration Management,File Integrity Monitoring,CCF 35,A file integrity monitoring (FIM) tool is used to notify system administrators of potential unauthorized changes to the production system.,Technology,,,,,,,"A.9.4.4, A.9.4.5, A.12.1.2, A.12.2.1, A.12.5.1, A.12.6.2, A.14.2.1, A.14.2.2, A.14.2.3, A.14.2.4, A.14.2.5, A.15.2.6","A.9.4.4, A.9.4.5, A.12.1.2, A.12.2.1, A.12.5.1, A.12.6.2, A.14.2.1, A.14.2.2, A.14.2.3, A.14.2.4, A.14.2.5, A.15.2.6","9.4.4, 9.4.5,  12.1.2 ",,,,DEV-03,"CM-2, CM-6, CM-7, SI-3, SI-4, SI-5",,"op.exp.5, mp.sw.1","op.exp.5, mp.sw.1, mp.sw.2","6.1.5, 9.4.4, 9.4.5, 12.1.2, 12.5.1, 12.6.2, 14.2.1, 14.2.2, 14.2.3, 14.2.4, 14.2.5, 14.2.6","1.2.2.a, 1.2.2.b, 10.5.5, 11.4.a, 11.4.b, 11.4.c, 11.5.a, 11.5.b, 11.5.1, 12.10.5","2-3-P-1-4, 2-3-P-1-5, 2-12-1, 2-12-2","6.2.F, 6.2.K, 6.2.M","3.3.1 Create and retain system audit logs and records to the extent needed to enable the monitoring, analysis, investigation, and reporting of unlawful or unauthorized system activity.   3.14.7 Identify unauthorized use of organizational systems.               ",OIS-02.3,CCM-03.3,"AM-01.5,  PM-04.7","12.4.a, 12.10.a, 14.2.a",
Change & Configuration Management,Change Migrations,CCF 36,Access to migrate changes to production is restricted to authorized personnel. All change migrations are tracked and notifications are sent when changes are migrated to production.,Process,"CC2.1, CC6.1, CC6.8, CC7.1, CC8.1",,,,,"A.6.1.2, A.9.1.2, A.9.2.3, A.9.4.4, A.9.4.5, A.12.1.2, A.12.1.4, A.14.1.1, A.14.2.1, A.14.2.2, A.14.2.3, A.14.2.4, A.14.2.5, A.14.2.6",,,,,,,"OIS-04, OPS-16, IDM-06, DEV-01, DEV-03, DEV-09","CM-10, IA-5, SA-3","org.2, op.pl.3, op.acc.2, op.acc.4","op.acc.3, op.exp.5, mp.sw.1","op.acc.3, op.exp.5, mp.sw.1","6.1.2, 9.1.2, 9.2.3, 9.4.4, 9.4.5, 12.1.2, 12.1.4.7, 12.1.5.P, 12.4.1.7, 12.4.3, 12.5.1.18, 14.2.1, 14.2.2, 14.2.3, 14.2.4, 14.2.5, 14.2.6, 4.5.4.4","6.4.2, 6.4.6, 11.5.a, 11.5.b, 11.5.1","1-5-P-3-1, 1-5-P-3-2, 2-3-P-1-5, 2-3-P-1-7, 2-16-P-3-1, 2-16-P-3-2","6.2.B, 6.2.F, 6.2.K, 6.2.M","3.4.5 Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.  3.4.7 Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.   3.4.8 Apply deny-by-exception (blacklisting) policy to prevent the use of unauthorized software or deny-all, permit-by-exception (whitelisting) policy to allow the execution of authorized software.             ","OIS-02.2,  OIS-02.3,  CCM-03.1,  CCM-05.1","IAM-02.2, CCM-03.3","OIS-02.4,  IAM-04.5,  CCM-05.3","12.2.a, 12.4.a, 12.10.a, 12.10.b",1211 1422 1255      
Change & Configuration Management,Workstation Privileged Access,CCF 37,Policies governing the appropriate use and installation of software on [The Organization] workstations are communicated and reviewed periodically. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy.,Process,"CC2.1, CC5.3, CC6.1, CC6.8, CC7.1, CC8.1",,,,,"A.6.1.2, A.9.1.2, A.9.2.3, A.9.4.4, A.12.1.4, A.12.5.1, A.12.6.2",,,,,,,,"CM-11, MA-2","org.4, op.acc.2, op.acc.4",mp.sw.1,mp.sw.1,"6.1.2, 9.1.2, 9.2.3, 9.4.4, 12.1.5.P, 12.2.1.7, 12.5.1, 12.6.2, 12.6.2.1, 14.2.4, 18.1.2",12.3.7,"1-6-3-2, 1-3-3, 1-3-4, 2-3-1, 2-3-4","6.2.B, 6.2.F, 6.2.K","3.3.1 Create and retain system audit logs and records to the extent needed to enable the monitoring, analysis, investigation, and reporting of unlawful or unauthorized system activity.   3.4.9 Control and monitor user-installed software.  3.4.3 Track, review, approve, or disapprove, and log changes to organizational systems.   3.4.7 Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.   3.4.8 Apply deny-by-exception (blacklisting) policy to prevent the use of unauthorized software or deny-all, permit-by-exception (whitelisting) policy to allow the execution of authorized software.         ",DEV-02.1,,,"5.1.a, 12.10.a",1592 0382 1419 1422 1418   
Change & Configuration Management,Version Control,CCF 38,Version control procedures are set up to track dependencies of individual changes and to restore affected system components back to their previous state as a result of errors or identified vulnerabilities.,Technology,,,,,,,,,,,,,DEV-08,"SA-1, SA-3","mp.sw.2, mp.info.9","op.exp.5, mp.sw.1","op.exp.5, mp.sw.1","6.1.5, 9.4.4, 12.1.2.3, 12.1.2.7, 12.5.1.8, 14.2.1, 14.2.2, 4.5.4.4",6.4.5.4,"1-5-P-3-2, 2-3-P-1-4, 2-3-P-1-5, 2-16-P-3-1, 1-6-1, 1-6-2-1, 1-6-2-2, 1-6-3-3, 1-6-3-5, 2-10-1, 2-10-2, 5-1-2, 5-1-3-8",,"3.4.3 Track, review, approve, or disapprove, and log changes to organizational systems.   3.4.4 Analyze the security impact of changes prior to implementation.   3.7.4 Check media containing diagnostic and test programs for malicious code before the media are used in organizational systems.   3.11.3 Remediate vulnerabilities in accordance with risk assessments.  3.12.2 Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.        ","CCM-05.2,  CCM-06.1,  DEV-03.2",CCM-03.6,"CCM-02.3,  CCM-03.9,  CCM-06.2,  CCM-06.3,  CO-03.5",14.2.c,1211        
Change & Configuration Management,Customer Data direct change,CCF 39,[The Organization] uses mechanisms to detect direct changes to the integrity of customer data and personal information; [The Organization] takes action to resolve confirmed unauthorized changes to data.,Technology,,,,,,,,,,,,,,,,,,,"11.5.a, 11.5.b",,,,,,CCM-03.8,,
Change & Configuration Management,Utility Program Control,CCF 40,"Cloud service provider identifies the requirements for any utility programs used within the cloud service. Any utility programs used must follow the standard change process, and cannot be used to override any system controls. Any necessary utility programs that can override system controls must have access limited to authorized personnel, and all activity are reviewed for appropriateness on a monthly basis. ",Technology,,,,,,,,,,,,,,,,,,"9.4.4.10.P, 9.4.4.11.P, 12.1.4.6",,,,,,,,,
Change & Configuration Management,Mobile Code,CCF 41,The use of mobile code is prohibited. ,Process,,,,,,,,,,,,,,,,,,,,,,3.13.13 Control and monitor the use of mobile code.                      ,,,,,
Physical Security,Building Perimeter Physical Access,CCF 42,"Physical security measures are in place to restrict and monitor for unauthorized access to the buildings which house sensitive or critical information, information [The Organization], or other network infrastructure. Confirmed incidents are documented and tracked to resolution.",Process,"CC6.1, CC6.4, CC6.5",,,,,"A.6.2.2, A.11.1.1, A.11.1.2, A.11.1.3, A.11.1.5, A.11.1.6, A.13.1.1, A.13.1.2",,,,,,,"PS-01, PS-03, PS-04, PS-06","MA-5, MP-2, PE-1, PE-2, PE-3, PE-6, PE-16","org.4, op.pl.2, mp.if.1, mp.if.2, mp.eq.3, mp.si.3",op.mon.1,op.mon.1,"6.2.2, 11.1.1, 11.1.2, 11.1.3, 11.1.5, 11.1.6, 11.2.1.3, 13.1.1, 13.1.2","9.1, 9.1.1.a, 9.1.1.b, 9.1.1.c, 9.5","2-13-P-1-1, 2-14-3-1, 2-14-3-2, 2-14-3-3, 2-14-3-5, 2-14-1, 2-14-2, 2-3-2, 2-12-1, 2-12-2, 2-14-1, 2-14-2","6.2.B, 6.2.J, 6.2.L, 6.2.Q","3.1.1 Limit system access to authorized users, processes acting on behalf of authorized users, and devices (including other systems).  3.8.2 Limit access to CUI on system media to authorized users.  3.10.1 Limit physical access to organizational information systems, equipment, and the respective operating environments to authorized individuals.   3.10.2 Protect and monitor the physical facility and support infrastructure for organizational systems.  3.10.6 Enforce safeguarding measures for CUI at alternate work sites.  3.8.9 Protect the confidentiality of backup CUI at storage locations. ","PS-01.2,  PS-01.6,  PS-02.1,  PS-02.2,  PS-02.7,  PS-02.8,  PS-05.1,  IAM-01.2,  CS-02-1","PS-01.7, PS-02.3, PS-05.2, OPS-09.4","PS-01.3,  PS-01.4,  PS-01.5,  PS-02.10","11.1.a, 11.1.1.a, 11.2.1.a, 11.2.1.b, 11.2.1.c, 11.2.1.d, 11.2.1.e, 11.2.1.h, 11.2.2.a, 11.2.2.b, 11.2.2.c, 11.2.2.d, 11.2.2.e, 11.2.2.h, 11.2.2.j, 11.4.a, 11.5.a, 12.5.d, 16.4.b",1053 0813 1074 0164 1530 1296 1626 0810    
Physical Security,Building Fail-Safe Mechanisms,CCF 43,"The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",Technology,"CC6.4, CC6.5",A1.2 ,,,,"A.11.1.4, A.11.2.1, A.11.2.2, A.11.2.3, A.11.2.4",,,,,,,"PS-01, PS-04, PS-06, PS-07","MA-2, MA-4, PE-6, PE-12, PE-13, PE-14, PE-15","op.exp.4, mp.if.1, mp.if.3, mp.if.4, mp.if.5, mp.si.3","op.ext.2, mp.if.6","op.ext.2, mp.if.6","11.1.4, 11.2.1, 11.2.2, 11.2.3, 11.2.4",,"5-1-2, 5-1-3-4","6.2.E, 6.2.J","3.7.1 Perform maintenance on organizational systems.  3.7.2 Provide controls on the tools, techniques, mechanisms, and personnel used to conduct system maintenance.  3.7.6 Supervise the maintenance activities of personnel without required access authorization.             ","PS-04.1, PS-05.1","PS-04.2, PS-05.2, PS-05.6, OPS-09.4","PS-04.6,  PS-05.3,  PS-05.4,  OPS-16.2","11.3.a, 11.3.b, 11.3.c, 11.3.d, 11.3.e, 11.7.d, 12.13.a",1053 0813 1074 1530 1296     
Physical Security,Building Safeguards,CCF 44,Environmental security measures and safeguards are in place to protect the premises or buildings that house sensitive or critical information against environmental threats or threats caused by humans. ,Process,"CC6.4, CC6.5",A1.2 ,,,,"A.11.1.4, A.11.2.1, A.11.2.2, A.11.2.3, A.11.2.4",,,,,,,"PS-01, PS-02, PS-03, PS-04, PS-05, PS-06, PS-07","PE-2, PE-3, PE-6, PE-12, PE-13, PE-14, PE-15","op.pl.1,  mp.if.1, mp.if.3, mp.if.4, mp.if.5, mp.si.3",mp.if.6,mp.if.6,"11.1.4, 11.1.1.5, 11.2.1, 11.2.1.2, 11.2.2, 11.2.3, 11.2.4",,"5-1-2, 5-1-3-4","6.2.E, 6.2.J",,"PS-01.1,  PS-02.1,  PS-02.7,  PS-02.8,  PS-05.1","PS-01.7, PS-05.2, OPS-09.4",PS-01.4,"11.1.a, 11.2.1.b, 11.2.1.c, 11.2.2.b, 11.2.2.c, 11.3.a, 11.3.b, 11.3.c, 11.3.d, 11.4.a, 11.6.a, 11.7.d, 12.5.d",1053 0813 1074 1530 1296     
Physical Security,Cloud Provider Geographical Locations,CCF 45,The cloud service provider informs cloud service customers of the geographical locations of the provider's organization and countries where the provider can store the customer data.,Process,,,,,,,,6.1.3,,,,,"PSS-01, PSS-12",,,,,6.1.3.3.PB,,,,,DOC-03.1,"DOC-03.3, PSS-05.1, PSS-05.2",DOC-03.4,19.2.a,1572 1578       
Physical Security,Building Perimeter Physical Access,CCF 46,"Physical access provisioning to a [organization]'s datacenter requires management approval and documented specification of but not limited to: • account type (e.g., standard, visitor, or supplier) • access privileges granted • intended business purpose • visitor identification method, if applicable • temporary badge issued, if applicable • access start date • access duration (with end date)",Process,,,,,,"A.11.1.1, A.11.1.2, A.11.1.3, A.11.1.5, A.11.1.6, A.13.1.1, A.13.1.2",,,,,,,"PS-03, PS-04",PE-8,"mp.if.1, mp.if.2, mp.si.3",,,"6.2.2, 11.1.1, 11.1.2, 11.1.3, 11.1.5, 11.1.6, 13.1.1, 13.1.2","9.1, 9.2.a, 9.2.b, 9.2.c, 9.2.d, 9.3.a, 9.3.b, 9.3.c, 9.4, 9.4.1.a, 9.4.1.b, 9.4.2.a, 9.4.2.b, 9.5","2-13-P-1-1, 2-14-3-1, 2-14-1, 2-14-2, 2-14-4, 2-3-2",,"3.4.5 Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.  3.7.6 Supervise the maintenance activities of personnel without required access authorization.   3.10.1 Limit physical access to organizational information systems, equipment, and the respective operating environments to authorized individuals.   3.10.2 Protect and monitor the physical facility and support infrastructure for organizational systems.          ","PS-02.1,  IAM-01.2",PS-02.3 ,"PS-02.6,  PS-02.10","11.2.1.f, 11.2.2.f, 11.2.2.i",1053 0813 1074 0164 1530 1296 1626 0810    
Physical Security,Building Perimeter Physical Access,CCF 47,"Physical access to premises and buildings related to cloud services that is no longer required in the event of a termination or role change is revoked. If applicable, temporary badges are returned prior to exiting facility. Access that has not been used for 2 months after approval is automatically withdrawn.",Process,,,,,,,,,,,,,PS-04,"PE-16, PS-4",,,,9.2.6,"9.2.a, 9.2.b, 9.2.c, 9.3.a, 9.3.b, 9.3.c, 9.4, 9.4.3, 9.5","2-3-2, 2-14-1, 2-14-2",,"3.1.1 Limit system access to authorized users, processes acting on behalf of authorized users, and devices (including other systems).  3.4.5 Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.  3.8.2 Limit access to CUI on system media to authorized users.  3.9.2 Ensure that organizational systems containing CUI are protected during and after personnel actions such as terminations and transfers.  3.10.1 Limit physical access to organizational information systems, equipment, and the respective operating environments to authorized individuals.   3.10.2 Protect and monitor the physical facility and support infrastructure for organizational systems.      ",,,,"11.2.1.h, 11.2.2.h",1053 0813 1074 0164 1530 1296 1626 0810    
Physical Security,Physical Access Review,CCF 48,[The Organization] performs physical access account reviews at least semi-annually; corrective action is taken where applicable.,Process,"CC6.1, CC6.2, CC6.3",,,,,"A.7.3.1, A.9.1.1, A.9.1.2, A.9.2.1, A.9.2.2, A.9.2.3, A.9.2.5, A.9.2.6, A.9.4.1",,,,,,,PS-03,"PE-8, PE-16, PS-5",mp.si.3,,,"9.1.1, 9.2.1, 9.2.2, 9.2.3, 9.2.5, 9.2.6, 9.4.1",9.5,2-13-P-1-1,6.2.F,"3.1.1 Limit system access to authorized users, processes acting on behalf of authorized users, and devices (including other systems).  3.4.5 Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.  3.8.2 Limit access to CUI on system media to authorized users.  3.10.1 Limit physical access to organizational information systems, equipment, and the respective operating environments to authorized individuals.   3.10.2 Protect and monitor the physical facility and support infrastructure for organizational systems.  3.14.7 Identify unauthorized use of organizational systems.        ",,,PS-02.10,"11.2.1.h, 11.2.2.h, 11.2.2.i",1053 0813 1074 1296      
Physical Security,Physical Access Monitoring,CCF 49,"All Physical access is managed through monitoring, maintaining records, and escorting (for visitors). Access records (including visitor access records) to the facilities are kept for at least a year.",Process,,,,,,,,,,,,,,PE-8,,,,"11.1.1.3, 11.1.1.6, 11.1.2.1 11.1.2.2, 11.1.2.7, 11.1.2.8, 11.1.2.9, 11.1.2.11, 11.1.2.13, 11.1.5.3, 11.2.4.2","9.1.1.a, 9.1.1.b, 9.1.1.c, 9.4.1.a, 9.4.1.b, 9.4.4.a, 9.4.4.b, 9.4.4.c","2-13-P-1-1, 2-14-3-2, 2-14-3-3, 2-14-1, 2-14-2, 2-3-2, 2-12-1, 2-12-2",,"3.1.1 Limit system access to authorized users, processes acting on behalf of authorized users, and devices (including other systems).  3.7.6 Supervise the maintenance activities of personnel without required access authorization.   3.8.2 Limit access to CUI on system media to authorized users.  3.10.1 Limit physical access to organizational information systems, equipment, and the respective operating environments to authorized individuals.   3.10.3 Escort visitors and monitor visitor activity.   3.10.4 Maintain audit logs of physical access.  3.10.2 Protect and monitor the physical facility and support infrastructure for organizational systems.     ",,"PS-02.4, PS-02.9",,"11.1.a, 11.1.b, 11.1.2.a, 11.2.1.b, 11.2.1.f, 11.2.1.g, 11.2.1.h, 11.2.2.b, 11.2.2.f, 11.2.2.g, 11.2.2.h, 11.2.2.i",1053 0813 1074 1296     
Physical Security,Surveillance Feed Data,CCF 50,"Surveillance feed data is retained for at least 3 months, unless otherwise restricted by the law. ",Technology,,,,,,,,,,,,,,,,,,,"9.1.1.a, 9.1.1.b, 9.1.1.c",,,,,,,"11.2.1.h, 11.2.2.h, 16.4.b",
Physical Security,Payment Card Data,CCF 51,Devices that physically capture payment card data are inspected for evidence of tampering at least quarterly.,Process,,,,,,,,,,,,,,,,,,,"9.9, 9.9.2.a, 9.9.2.b",,,,,,,,
Physical Security,Cybersecurity Positions,CCF 52,Any positions of cybersecurity functions in [The Organization] Saudi Data Centers must be filled with qualified and suitable Saudi nationals.,People,,,,,,,,,,,,,,,,,,,,1-4-P-1-1,,,,,,,
Physical Security,Security Area Rules,CCF 53,The cloud service provider defines activities and assets that may/shall/not/shall be used in every security area.,Process,,,,,,,,,,,,,,,,,,,,,,,,,"PS-03.3, PS-03.4",,
Physical Security,Wiring Scheme,CCF 54,The cloud service provider establishes a wiring scheme and is reviewed on an annual basis.,Process,,,,,,,,,,,,,,,,,,,,,,,,,PS-04.4b,,
Physical Security,Physical Security Officer,CCF 55,[The Organization] has a dedicated Physical Security Officer who is responsible for providing guidance and overseeing the physical security program at [The Organization]. ,People,,,,,,,,,,,,,,,,,,,,,,,,,,6.1.b,
Physical Security,Wiring Plan,CCF 56,[The Organization] documents and maintains a wiring plan.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,11.6.b,
Physical Security,Pending Equipment Protection,CCF 57,[The Organization] service providers maintains and implements documented procedures for the protection of pending equipment.,Process,,,,,,,,,,,,,,,,,,,,,,,,,,11.10.a,
Physical Security,Removal of Access,CCF 58,"Any physical access and logical user accounts that have not been used for two months after approval are automatically withdrawn or disabled. In addition, any user accounts that have been locked for more than six months are automatically revoked or terminated.",Technology,,,,,,,,,,,,,PS-04,,,,,,,,,,,"IAM-03.2, IAM-03.4, IAM-03.9, IAM-03.10, PSS-02.2",IAM-03.12,,
Physical Security,Device and Hardware Transfer,CCF 59,Devices and hardware may only be transferred to external premises after it has been approved by authorized committees or bodies at [The Organization]. The transfer takes place securely according to the type of the assets to be transferred.,Process,CC6.5,A1.2 ,,,,"A.8.1.2, A.8.2.3, A.8.3.1, A.8.3.2, A.8.3.3, A.11.2.5, A.11.2.6, A.11.2.7",,,,,,,"AM-02, AM-03","MA-2, PE-8, PE-16","op.pl.2, op.exp.1, mp.if.7, mp.si.4",mp.si.2,mp.si.2,"6.2.2, 8.1.2, 8.2.3, 8.3.1, 8.3.2, 8.3.3, 11.2.5, 11.2.6, 11.2.7, 11.2.7.4.PB, 13.2.1, 13.2.1.1, 13.2.2, 13.2.3.5, 15.1.1.14.B, 18.1.3","9.5, 9.6, 9.6.2.a, 9.6.2.b, 9.6.3","2-6-P-1-5, 2-13-P-1-3, 2-17-P-2, 2-17-P-3-1, 2-17-P-3-2, 2-6-T-2 ","5.7.E, 5.7.F, 6.2.D, 6.2.E, 6.2.J","3.1.3 Control the flow of CUI in accordance with approved authorizations.   3.3.1 Create and retain system audit logs and records to the extent needed to enable the monitoring, analysis, investigation, and reporting of unlawful or unauthorized system activity.   3.4.1 Establish and maintain baseline configurations and inventories of organizational systems (including hardware, software, firmware, and documentation) throughout the respective system development life cycles.  3.4.2 Establish and enforce security configuration settings for information technology products employed in organizational systems.  3.8.3 Sanitize or destroy system media containing CUI before disposal or release for reuse.  3.8.5 Control access to media containing CUI and maintain accountability for media during transport outside of controlled areas.   3.8.6 Implement cryptographic mechanisms to protect the confidentiality of CUI stored on digital media during transport unless otherwise protected by alternative physical safeguards.   3.13.4 Prevent unauthorized and unintended information transfer via shared system resources.   ","PS-04.1, PS-04.8","AM-02.2, PS-04.3","PS-04.4a, PS-04.7","11.7.c, 11.8.a, 12.14.a",1625 0159 0285 0310 0831 0663 0661 0665 0664 0675 0824
Physical Security,Asset Onboarding,CCF 60,New assets to be installed into the secure premises are approved by authorized committees or bodies at [The Organization]. The 'on-boarding' of such assets takes place securely according to the type of the asset.,Process,"CC6.3, CC6.4, CC6.5",A1.2 ,,,,"A.8.2.1, A.8.2.2, A.8.2.3",,,,,,,"AM-02, AM-03, AM-06, COS-01","MA-2, SA-1","org.4, op.pl.3, op.exp.2",op.pl.4,"op.pl.4,","8.2.3, 11.2.7.4.PB",,1-5-3-4,6.2.D,,"AM-01.3,  AM-02.1,  AM-03.1,  AM-05.3, PS-04.1","AM-03.2, AM-03.3","AM-03.6, PS-04.6","8.1.a, 11.2.1.g, 11.2.2.g, 11.7.a",0159 0289    
Physical Security,Physical Access Device Change,CCF 61,Only authorized staff have access to change/configure physical access devices and physical security measures (e.g. key card system).,People,,,,,,,,,,,,,,,,,,,,,,3.10.5 Control and manage physical access devices.                     ,,,,,
Physical Security,Authorized Courier Use,CCF 62,Devices and hardware are transported safely and securly via authorized couriers only. An authorized courier list is maintained and procedures on how sensitive devices and hardware shall be maintained. ,Process,,,,,,,,,,,,,,,,,,"8.3.3.2, 8.3.3.3, 8.3.3.4",,,,,,,,,
